<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USD000000TOD,1,20131217,111300,32.8615000,32.8620000,32.8600000,32.8600000,1789000
USD000000TOD,1,20131217,111400,32.8600000,32.8600000,32.8590000,32.8590000,1661000
USD000000TOD,1,20131217,111500,32.8580000,32.8590000,32.8550000,32.8550000,877000
USD000000TOD,1,20131217,111600,32.8570000,32.8625000,32.8570000,32.8625000,6603000
USD000000TOD,1,20131217,111700,32.8625000,32.8630000,32.8600000,32.8605000,2438000
USD000000TOD,1,20131217,111800,32.8625000,32.8630000,32.8615000,32.8615000,967000
USD000000TOD,1,20131217,111900,32.8620000,32.8620000,32.8590000,32.8590000,12140000
USD000000TOD,1,20131217,112000,32.8590000,32.8605000,32.8590000,32.8600000,6964000
USD000000TOD,1,20131217,112100,32.8600000,32.8620000,32.8600000,32.8605000,7884000
USD000000TOD,1,20131217,112200,32.8620000,32.8640000,32.8615000,32.8615000,6374000
USD000000TOD,1,20131217,112300,32.8630000,32.8635000,32.8575000,32.8575000,27001000
USD000000TOD,1,20131217,112400,32.8575000,32.8600000,32.8575000,32.8600000,2543000
USD000000TOD,1,20131217,112500,32.8600000,32.8615000,32.8575000,32.8585000,3025000
USD000000TOD,1,20131217,112600,32.8585000,32.8590000,32.8545000,32.8545000,263000
USD000000TOD,1,20131217,112700,32.8590000,32.8590000,32.8575000,32.8575000,42000
USD000000TOD,1,20131217,112800,32.8560000,32.8595000,32.8550000,32.8580000,8541000
USD000000TOD,1,20131217,112900,32.8570000,32.8615000,32.8570000,32.8615000,5868000
USD000000TOD,1,20131217,113000,32.8620000,32.8620000,32.8595000,32.8620000,2634000
USD000000TOD,1,20131217,113100,32.8620000,32.8650000,32.8620000,32.8640000,10471000
USD000000TOD,1,20131217,113200,32.8635000,32.8645000,32.8595000,32.8645000,7599000
USD000000TOD,1,20131217,113300,32.8620000,32.8640000,32.8610000,32.8625000,4507000
USD000000TOD,1,20131217,113400,32.8640000,32.8640000,32.8625000,32.8630000,5079000
USD000000TOD,1,20131217,113500,32.8630000,32.8630000,32.8610000,32.8610000,1811000
USD000000TOD,1,20131217,113600,32.8610000,32.8620000,32.8610000,32.8620000,1363000
USD000000TOD,1,20131217,113700,32.8600000,32.8625000,32.8590000,32.8625000,8486000
USD000000TOD,1,20131217,113800,32.8625000,32.8625000,32.8620000,32.8625000,2122000
USD000000TOD,1,20131217,113900,32.8610000,32.8625000,32.8610000,32.8625000,245000
USD000000TOD,1,20131217,114000,32.8625000,32.8625000,32.8595000,32.8595000,5124000
USD000000TOD,1,20131217,114100,32.8600000,32.8600000,32.8575000,32.8585000,1069000
USD000000TOD,1,20131217,114200,32.8590000,32.8590000,32.8575000,32.8575000,659000
USD000000TOD,1,20131217,114300,32.8585000,32.8590000,32.8575000,32.8590000,1979000
USD000000TOD,1,20131217,114400,32.8590000,32.8610000,32.8590000,32.8610000,6642000
USD000000TOD,1,20131217,114500,32.8610000,32.8615000,32.8600000,32.8615000,181000
USD000000TOD,1,20131217,114600,32.8620000,32.8625000,32.8620000,32.8625000,3553000
USD000000TOD,1,20131217,114700,32.8620000,32.8630000,32.8620000,32.8625000,4307000
USD000000TOD,1,20131217,114800,32.8625000,32.8625000,32.8600000,32.8610000,8613000
USD000000TOD,1,20131217,114900,32.8600000,32.8605000,32.8580000,32.8605000,1960000
USD000000TOD,1,20131217,115000,32.8600000,32.8610000,32.8585000,32.8610000,6159000
USD000000TOD,1,20131217,115100,32.8595000,32.8615000,32.8595000,32.8600000,1055000
USD000000TOD,1,20131217,115200,32.8615000,32.8620000,32.8580000,32.8615000,4413000
USD000000TOD,1,20131217,115300,32.8615000,32.8615000,32.8615000,32.8615000,101000
USD000000TOD,1,20131217,115400,32.8600000,32.8630000,32.8600000,32.8630000,10294000
USD000000TOD,1,20131217,115500,32.8630000,32.8640000,32.8630000,32.8635000,1993000
USD000000TOD,1,20131217,115600,32.8640000,32.8640000,32.8605000,32.8625000,1107000
USD000000TOD,1,20131217,115700,32.8625000,32.8640000,32.8615000,32.8630000,3892000
USD000000TOD,1,20131217,115800,32.8630000,32.8660000,32.8630000,32.8650000,20474000
USD000000TOD,1,20131217,115900,32.8650000,32.8655000,32.8620000,32.8655000,2154000
USD000000TOD,1,20131217,120000,32.8650000,32.8650000,32.8615000,32.8635000,865000
USD000000TOD,1,20131217,120100,32.8630000,32.8630000,32.8630000,32.8630000,75000
USD000000TOD,1,20131217,120200,32.8625000,32.8635000,32.8615000,32.8615000,2410000
USD000000TOD,1,20131217,120300,32.8625000,32.8635000,32.8575000,32.8575000,11664000
USD000000TOD,1,20131217,120400,32.8575000,32.8600000,32.8575000,32.8600000,1195000
USD000000TOD,1,20131217,120500,32.8575000,32.8600000,32.8570000,32.8600000,3838000
USD000000TOD,1,20131217,120600,32.8580000,32.8600000,32.8580000,32.8600000,91000
USD000000TOD,1,20131217,120700,32.8620000,32.8630000,32.8620000,32.8630000,2499000
USD000000TOD,1,20131217,120800,32.8605000,32.8630000,32.8550000,32.8570000,4501000
USD000000TOD,1,20131217,120900,32.8550000,32.8580000,32.8550000,32.8575000,3342000
USD000000TOD,1,20131217,121000,32.8580000,32.8600000,32.8565000,32.8600000,1130000
USD000000TOD,1,20131217,121100,32.8615000,32.8620000,32.8585000,32.8620000,10864000
USD000000TOD,1,20131217,121200,32.8610000,32.8620000,32.8610000,32.8620000,822000
USD000000TOD,1,20131217,121300,32.8610000,32.8635000,32.8610000,32.8625000,5045000
USD000000TOD,1,20131217,121400,32.8635000,32.8635000,32.8615000,32.8620000,2984000
USD000000TOD,1,20131217,121500,32.8620000,32.8635000,32.8620000,32.8635000,5930000
USD000000TOD,1,20131217,121600,32.8625000,32.8645000,32.8615000,32.8645000,3873000
USD000000TOD,1,20131217,121700,32.8645000,32.8660000,32.8645000,32.8655000,8750000
USD000000TOD,1,20131217,121800,32.8645000,32.8645000,32.8625000,32.8640000,6696000
USD000000TOD,1,20131217,121900,32.8650000,32.8650000,32.8640000,32.8650000,2183000
USD000000TOD,1,20131217,122000,32.8660000,32.8660000,32.8650000,32.8650000,3397000
USD000000TOD,1,20131217,122100,32.8640000,32.8650000,32.8605000,32.8630000,4489000
USD000000TOD,1,20131217,122200,32.8630000,32.8640000,32.8605000,32.8635000,3618000
USD000000TOD,1,20131217,122300,32.8630000,32.8650000,32.8630000,32.8650000,7916000
USD000000TOD,1,20131217,122400,32.8625000,32.8650000,32.8625000,32.8650000,1532000
USD000000TOD,1,20131217,122500,32.8650000,32.8650000,32.8630000,32.8630000,452000
USD000000TOD,1,20131217,122600,32.8650000,32.8650000,32.8625000,32.8645000,1730000
USD000000TOD,1,20131217,122700,32.8630000,32.8630000,32.8600000,32.8615000,1470000
USD000000TOD,1,20131217,122800,32.8625000,32.8700000,32.8625000,32.8700000,16635000
USD000000TOD,1,20131217,122900,32.8700000,32.8700000,32.8675000,32.8675000,3620000
USD000000TOD,1,20131217,123000,32.8670000,32.8700000,32.8670000,32.8700000,6545000
USD000000TOD,1,20131217,123100,32.8680000,32.8710000,32.8680000,32.8700000,22028000
USD000000TOD,1,20131217,123200,32.8680000,32.8690000,32.8675000,32.8690000,3590000
USD000000TOD,1,20131217,123300,32.8680000,32.8695000,32.8680000,32.8690000,2793000
USD000000TOD,1,20131217,123400,32.8700000,32.8700000,32.8675000,32.8680000,2100000
USD000000TOD,1,20131217,123500,32.8650000,32.8650000,32.8635000,32.8635000,2717000
USD000000TOD,1,20131217,123600,32.8655000,32.8655000,32.8600000,32.8615000,1882000
USD000000TOD,1,20131217,123700,32.8605000,32.8625000,32.8600000,32.8625000,4904000
USD000000TOD,1,20131217,123800,32.8610000,32.8635000,32.8610000,32.8635000,2888000
USD000000TOD,1,20131217,123900,32.8650000,32.8670000,32.8650000,32.8660000,3348000
USD000000TOD,1,20131217,124000,32.8660000,32.8680000,32.8660000,32.8680000,3785000
USD000000TOD,1,20131217,124100,32.8670000,32.8680000,32.8655000,32.8680000,2927000
USD000000TOD,1,20131217,124200,32.8680000,32.8680000,32.8650000,32.8680000,4307000
USD000000TOD,1,20131217,124300,32.8680000,32.8680000,32.8650000,32.8650000,2303000
USD000000TOD,1,20131217,124400,32.8670000,32.8680000,32.8650000,32.8680000,4328000
USD000000TOD,1,20131217,124500,32.8685000,32.8695000,32.8675000,32.8695000,9195000
USD000000TOD,1,20131217,124600,32.8695000,32.8700000,32.8675000,32.8675000,3353000
USD000000TOD,1,20131217,124700,32.8660000,32.8680000,32.8650000,32.8650000,3247000
USD000000TOD,1,20131217,124800,32.8680000,32.8680000,32.8680000,32.8680000,1835000
USD000000TOD,1,20131217,124900,32.8670000,32.8690000,32.8650000,32.8655000,22128000
USD000000TOD,1,20131217,125000,32.8650000,32.8670000,32.8600000,32.8670000,11876000
USD000000TOD,1,20131217,125100,32.8660000,32.8670000,32.8650000,32.8670000,1999000
USD000000TOD,1,20131217,125200,32.8650000,32.8670000,32.8650000,32.8670000,460000
USD000000TOD,1,20131217,125300,32.8670000,32.8670000,32.8650000,32.8655000,2775000
USD000000TOD,1,20131217,125400,32.8655000,32.8655000,32.8625000,32.8640000,14186000
USD000000TOD,1,20131217,125500,32.8640000,32.8640000,32.8640000,32.8640000,56000
USD000000TOD,1,20131217,125600,32.8640000,32.8650000,32.8640000,32.8650000,649000
USD000000TOD,1,20131217,125700,32.8650000,32.8650000,32.8605000,32.8625000,4003000
USD000000TOD,1,20131217,125800,32.8630000,32.8630000,32.8620000,32.8620000,210000
USD000000TOD,1,20131217,125900,32.8630000,32.8675000,32.8625000,32.8675000,8742000
USD000000TOD,1,20131217,130000,32.8670000,32.8670000,32.8600000,32.8655000,8903000
USD000000TOD,1,20131217,130100,32.8640000,32.8655000,32.8630000,32.8640000,966000
USD000000TOD,1,20131217,130200,32.8650000,32.8675000,32.8650000,32.8675000,380000
USD000000TOD,1,20131217,130300,32.8675000,32.8675000,32.8650000,32.8670000,4496000
USD000000TOD,1,20131217,130400,32.8675000,32.8690000,32.8640000,32.8645000,13661000
USD000000TOD,1,20131217,130500,32.8640000,32.8640000,32.8590000,32.8630000,10648000
USD000000TOD,1,20131217,130600,32.8620000,32.8640000,32.8620000,32.8625000,274000
USD000000TOD,1,20131217,130700,32.8625000,32.8625000,32.8625000,32.8625000,10000
USD000000TOD,1,20131217,130800,32.8650000,32.8650000,32.8625000,32.8625000,375000
USD000000TOD,1,20131217,130900,32.8650000,32.8655000,32.8650000,32.8655000,228000
USD000000TOD,1,20131217,131000,32.8655000,32.8655000,32.8630000,32.8650000,3862000
USD000000TOD,1,20131217,131100,32.8650000,32.8665000,32.8650000,32.8665000,4018000
USD000000TOD,1,20131217,131200,32.8660000,32.8690000,32.8640000,32.8650000,12896000
USD000000TOD,1,20131217,131300,32.8660000,32.8670000,32.8645000,32.8645000,3082000
USD000000TOD,1,20131217,131400,32.8645000,32.8650000,32.8575000,32.8575000,4490000
USD000000TOD,1,20131217,131500,32.8595000,32.8610000,32.8555000,32.8560000,5981000
USD000000TOD,1,20131217,131600,32.8555000,32.8600000,32.8555000,32.8600000,1562000
USD000000TOD,1,20131217,131700,32.8615000,32.8645000,32.8615000,32.8645000,575000
USD000000TOD,1,20131217,131800,32.8645000,32.8645000,32.8605000,32.8645000,2778000
USD000000TOD,1,20131217,131900,32.8635000,32.8635000,32.8625000,32.8625000,444000
USD000000TOD,1,20131217,132000,32.8630000,32.8645000,32.8630000,32.8645000,264000
USD000000TOD,1,20131217,132100,32.8630000,32.8650000,32.8630000,32.8650000,5378000
USD000000TOD,1,20131217,132200,32.8630000,32.8650000,32.8625000,32.8650000,1771000
USD000000TOD,1,20131217,132300,32.8640000,32.8640000,32.8640000,32.8640000,454000
USD000000TOD,1,20131217,132400,32.8640000,32.8650000,32.8640000,32.8650000,1846000
USD000000TOD,1,20131217,132500,32.8650000,32.8650000,32.8625000,32.8625000,1080000
USD000000TOD,1,20131217,132600,32.8645000,32.8680000,32.8645000,32.8680000,20762000
USD000000TOD,1,20131217,132700,32.8670000,32.8700000,32.8670000,32.8700000,9835000
USD000000TOD,1,20131217,132800,32.8690000,32.8700000,32.8675000,32.8700000,8236000
USD000000TOD,1,20131217,132900,32.8680000,32.8700000,32.8680000,32.8690000,3603000
USD000000TOD,1,20131217,133000,32.8690000,32.8700000,32.8660000,32.8660000,10075000
USD000000TOD,1,20131217,133100,32.8680000,32.8690000,32.8660000,32.8690000,3272000
USD000000TOD,1,20131217,133200,32.8675000,32.8675000,32.8675000,32.8675000,113000
USD000000TOD,1,20131217,133300,32.8690000,32.8695000,32.8650000,32.8685000,5774000
USD000000TOD,1,20131217,133400,32.8655000,32.8700000,32.8650000,32.8700000,25682000
USD000000TOD,1,20131217,133500,32.8700000,32.8700000,32.8690000,32.8690000,78000
USD000000TOD,1,20131217,133600,32.8675000,32.8700000,32.8675000,32.8700000,1883000
USD000000TOD,1,20131217,133700,32.8700000,32.8710000,32.8700000,32.8710000,2667000
USD000000TOD,1,20131217,133800,32.8710000,32.8710000,32.8680000,32.8700000,2515000
USD000000TOD,1,20131217,133900,32.8705000,32.8725000,32.8690000,32.8690000,3335000
USD000000TOD,1,20131217,134000,32.8735000,32.8750000,32.8715000,32.8735000,3210000
USD000000TOD,1,20131217,134100,32.8740000,32.8760000,32.8740000,32.8760000,966000
USD000000TOD,1,20131217,134200,32.8765000,32.8795000,32.8750000,32.8795000,3828000
USD000000TOD,1,20131217,134300,32.8795000,32.8805000,32.8750000,32.8750000,8336000
USD000000TOD,1,20131217,134400,32.8760000,32.8795000,32.8750000,32.8795000,10032000
USD000000TOD,1,20131217,134500,32.8795000,32.8800000,32.8765000,32.8765000,4312000
USD000000TOD,1,20131217,134600,32.8760000,32.8765000,32.8740000,32.8765000,1528000
USD000000TOD,1,20131217,134700,32.8765000,32.8800000,32.8730000,32.8730000,24952000
USD000000TOD,1,20131217,134800,32.8760000,32.8800000,32.8735000,32.8800000,4495000
USD000000TOD,1,20131217,134900,32.8770000,32.8780000,32.8755000,32.8775000,2910000
USD000000TOD,1,20131217,135000,32.8775000,32.8775000,32.8745000,32.8760000,469000
USD000000TOD,1,20131217,135100,32.8745000,32.8750000,32.8720000,32.8740000,451000
USD000000TOD,1,20131217,135200,32.8740000,32.8740000,32.8715000,32.8725000,8995000
USD000000TOD,1,20131217,135300,32.8725000,32.8725000,32.8725000,32.8725000,219000
USD000000TOD,1,20131217,135400,32.8735000,32.8735000,32.8715000,32.8715000,355000
USD000000TOD,1,20131217,135500,32.8715000,32.8735000,32.8715000,32.8715000,2618000
USD000000TOD,1,20131217,135600,32.8735000,32.8740000,32.8735000,32.8740000,1399000
USD000000TOD,1,20131217,135700,32.8740000,32.8740000,32.8725000,32.8725000,334000
USD000000TOD,1,20131217,135800,32.8740000,32.8740000,32.8725000,32.8730000,167000
USD000000TOD,1,20131217,135900,32.8740000,32.8780000,32.8740000,32.8780000,5212000
USD000000TOD,1,20131217,140000,32.8760000,32.8780000,32.8685000,32.8715000,13970000
USD000000TOD,1,20131217,140100,32.8715000,32.8735000,32.8715000,32.8735000,2642000
USD000000TOD,1,20131217,140200,32.8725000,32.8740000,32.8720000,32.8740000,1475000
USD000000TOD,1,20131217,140300,32.8740000,32.8745000,32.8725000,32.8725000,1763000
USD000000TOD,1,20131217,140400,32.8750000,32.8800000,32.8740000,32.8780000,2225000
USD000000TOD,1,20131217,140500,32.8800000,32.8805000,32.8770000,32.8805000,2185000
USD000000TOD,1,20131217,140600,32.8805000,32.8845000,32.8785000,32.8830000,14621000
USD000000TOD,1,20131217,140700,32.8835000,32.8900000,32.8835000,32.8850000,19180000
USD000000TOD,1,20131217,140800,32.8890000,32.8925000,32.8880000,32.8880000,8195000
USD000000TOD,1,20131217,140900,32.8875000,32.8895000,32.8850000,32.8850000,6843000
USD000000TOD,1,20131217,141000,32.8835000,32.8855000,32.8820000,32.8820000,460000
USD000000TOD,1,20131217,141100,32.8865000,32.8865000,32.8825000,32.8825000,92000
USD000000TOD,1,20131217,141200,32.8855000,32.8900000,32.8855000,32.8900000,3670000
USD000000TOD,1,20131217,141300,32.8870000,32.8900000,32.8865000,32.8865000,1502000
USD000000TOD,1,20131217,141400,32.8870000,32.8880000,32.8865000,32.8880000,1105000
USD000000TOD,1,20131217,141500,32.8840000,32.8840000,32.8840000,32.8840000,3000
USD000000TOD,1,20131217,141600,32.8865000,32.8900000,32.8865000,32.8900000,4643000
USD000000TOD,1,20131217,141700,32.8900000,32.8950000,32.8900000,32.8950000,10830000
USD000000TOD,1,20131217,141800,32.8950000,32.8965000,32.8930000,32.8950000,1932000
USD000000TOD,1,20131217,141900,32.8935000,32.8975000,32.8930000,32.8930000,2409000
USD000000TOD,1,20131217,142000,32.8930000,32.8945000,32.8900000,32.8925000,9158000
USD000000TOD,1,20131217,142100,32.8920000,32.8930000,32.8900000,32.8910000,2297000
USD000000TOD,1,20131217,142200,32.8940000,32.8975000,32.8940000,32.8945000,1896000
USD000000TOD,1,20131217,142300,32.8990000,32.9000000,32.8975000,32.9000000,958000
USD000000TOD,1,20131217,142400,32.9000000,32.9000000,32.8965000,32.9000000,530000
USD000000TOD,1,20131217,142500,32.8995000,32.9000000,32.8990000,32.9000000,3389000
USD000000TOD,1,20131217,142600,32.8995000,32.8995000,32.8950000,32.8950000,529000
USD000000TOD,1,20131217,142700,32.8940000,32.8975000,32.8930000,32.8930000,154000
USD000000TOD,1,20131217,142800,32.8945000,32.8960000,32.8945000,32.8950000,1209000
USD000000TOD,1,20131217,142900,32.8950000,32.8975000,32.8950000,32.8975000,2163000
USD000000TOD,1,20131217,143000,32.8950000,32.9000000,32.8935000,32.8955000,7356000
USD000000TOD,1,20131217,143100,32.8950000,32.8950000,32.8930000,32.8930000,1208000
USD000000TOD,1,20131217,143200,32.8925000,32.8925000,32.8900000,32.8900000,4214000
USD000000TOD,1,20131217,143300,32.8910000,32.8915000,32.8900000,32.8915000,1170000
USD000000TOD,1,20131217,143400,32.8910000,32.8910000,32.8890000,32.8895000,8356000
USD000000TOD,1,20131217,143500,32.8895000,32.8900000,32.8815000,32.8840000,4928000
USD000000TOD,1,20131217,143600,32.8860000,32.8865000,32.8820000,32.8850000,875000
USD000000TOD,1,20131217,143700,32.8855000,32.8880000,32.8840000,32.8840000,609000
USD000000TOD,1,20131217,143800,32.8820000,32.8845000,32.8805000,32.8805000,508000
USD000000TOD,1,20131217,143900,32.8810000,32.8815000,32.8765000,32.8770000,2137000
USD000000TOD,1,20131217,144000,32.8770000,32.8770000,32.8750000,32.8750000,260000
USD000000TOD,1,20131217,144100,32.8750000,32.8750000,32.8750000,32.8750000,757000
USD000000TOD,1,20131217,144200,32.8750000,32.8750000,32.8700000,32.8745000,2066000
USD000000TOD,1,20131217,144300,32.8685000,32.8760000,32.8685000,32.8745000,1383000
USD000000TOD,1,20131217,144400,32.8800000,32.8805000,32.8760000,32.8795000,1250000
USD000000TOD,1,20131217,144500,32.8760000,32.8800000,32.8760000,32.8800000,7066000
USD000000TOD,1,20131217,144600,32.8800000,32.8800000,32.8750000,32.8750000,16574000
USD000000TOD,1,20131217,144700,32.8750000,32.8780000,32.8745000,32.8780000,4527000
USD000000TOD,1,20131217,144800,32.8775000,32.8785000,32.8765000,32.8785000,2035000
USD000000TOD,1,20131217,144900,32.8770000,32.8790000,32.8770000,32.8790000,1039000
USD000000TOD,1,20131217,145000,32.8790000,32.8790000,32.8770000,32.8770000,110000
USD000000TOD,1,20131217,145100,32.8780000,32.8780000,32.8775000,32.8775000,527000
USD000000TOD,1,20131217,145200,32.8765000,32.8765000,32.8750000,32.8750000,4841000
USD000000TOD,1,20131217,145400,32.8755000,32.8765000,32.8750000,32.8750000,1058000
USD000000TOD,1,20131217,145500,32.8755000,32.8755000,32.8755000,32.8755000,216000
USD000000TOD,1,20131217,145600,32.8745000,32.8775000,32.8745000,32.8775000,5417000
USD000000TOD,1,20131217,145700,32.8775000,32.8780000,32.8775000,32.8780000,3653000
USD000000TOD,1,20131217,145800,32.8780000,32.8800000,32.8780000,32.8800000,515000
USD000000TOD,1,20131217,145900,32.8800000,32.8860000,32.8800000,32.8850000,4543000
USD000000TOD,1,20131217,150000,32.8875000,32.8875000,32.8875000,32.8875000,100000
USD000000TOD,1,20131217,150100,32.8895000,32.8900000,32.8895000,32.8900000,615000
USD000000TOD,1,20131217,150200,32.8915000,32.8915000,32.8890000,32.8900000,5128000
USD000000TOD,1,20131217,150300,32.8915000,32.8915000,32.8915000,32.8915000,3000
USD000000TOD,1,20131217,150400,32.8915000,32.8915000,32.8915000,32.8915000,4000000
USD000000TOD,1,20131217,150500,32.8915000,32.8915000,32.8885000,32.8885000,73000
USD000000TOD,1,20131217,150600,32.8900000,32.8900000,32.8900000,32.8900000,98000
USD000000TOD,1,20131217,150700,32.8915000,32.8915000,32.8900000,32.8915000,495000
USD000000TOD,1,20131217,150800,32.8900000,32.8900000,32.8900000,32.8900000,414000
USD000000TOD,1,20131217,150900,32.8885000,32.8910000,32.8880000,32.8910000,356000
USD000000TOD,1,20131217,151000,32.8930000,32.8930000,32.8900000,32.8925000,764000
USD000000TOD,1,20131217,151100,32.8890000,32.8920000,32.8880000,32.8915000,1500000
USD000000TOD,1,20131217,151200,32.8920000,32.8935000,32.8915000,32.8915000,7623000
USD000000TOD,1,20131217,151300,32.8915000,32.8925000,32.8915000,32.8925000,359000
USD000000TOD,1,20131217,151500,32.8935000,32.8940000,32.8920000,32.8940000,363000
USD000000TOD,1,20131217,151600,32.8925000,32.8945000,32.8905000,32.8945000,2138000
USD000000TOD,1,20131217,151700,32.8895000,32.8895000,32.8850000,32.8850000,4640000
USD000000TOD,1,20131217,151800,32.8875000,32.8875000,32.8875000,32.8875000,100000
USD000000TOD,1,20131217,151900,32.8900000,32.8900000,32.8900000,32.8900000,22000
USD000000TOD,1,20131217,152000,32.8900000,32.8900000,32.8880000,32.8900000,1253000
USD000000TOD,1,20131217,152100,32.8900000,32.8900000,32.8880000,32.8880000,135000
USD000000TOD,1,20131217,152200,32.8900000,32.8900000,32.8895000,32.8900000,277000
USD000000TOD,1,20131217,152300,32.8900000,32.8930000,32.8900000,32.8930000,91000
USD000000TOD,1,20131217,152400,32.8930000,32.8930000,32.8925000,32.8925000,201000
USD000000TOD,1,20131217,152500,32.8865000,32.8900000,32.8865000,32.8900000,46000
USD000000TOD,1,20131217,152600,32.8870000,32.8915000,32.8870000,32.8915000,2790000
USD000000TOD,1,20131217,152700,32.8895000,32.8895000,32.8895000,32.8895000,296000
USD000000TOD,1,20131217,152900,32.8930000,32.8930000,32.8825000,32.8865000,10933000
USD000000TOD,1,20131217,153000,32.8865000,32.8900000,32.8865000,32.8900000,1461000
USD000000TOD,1,20131217,153100,32.8915000,32.8935000,32.8880000,32.8935000,4863000
USD000000TOD,1,20131217,153200,32.8945000,32.8990000,32.8940000,32.8955000,10713000
USD000000TOD,1,20131217,153300,32.8970000,32.8975000,32.8955000,32.8975000,1204000
USD000000TOD,1,20131217,153400,32.8970000,32.8970000,32.8950000,32.8955000,171000
USD000000TOD,1,20131217,153500,32.8970000,32.8970000,32.8950000,32.8950000,62000
USD000000TOD,1,20131217,153600,32.8965000,32.8965000,32.8965000,32.8965000,345000
USD000000TOD,1,20131217,153700,32.8950000,32.8965000,32.8940000,32.8965000,623000
USD000000TOD,1,20131217,153800,32.8970000,32.8995000,32.8955000,32.8960000,1777000
USD000000TOD,1,20131217,153900,32.8990000,32.9000000,32.8990000,32.9000000,11739000
USD000000TOD,1,20131217,154000,32.8995000,32.9000000,32.8995000,32.9000000,4722000
USD000000TOD,1,20131217,154100,32.9000000,32.9005000,32.9000000,32.9005000,1392000
USD000000TOD,1,20131217,154200,32.9025000,32.9025000,32.9000000,32.9000000,10000
USD000000TOD,1,20131217,154300,32.9025000,32.9025000,32.9005000,32.9025000,2639000
USD000000TOD,1,20131217,154400,32.9025000,32.9025000,32.9025000,32.9025000,1614000
USD000000TOD,1,20131217,154500,32.9000000,32.9020000,32.9000000,32.9020000,514000
USD000000TOD,1,20131217,154600,32.9020000,32.9030000,32.8970000,32.8970000,3135000
USD000000TOD,1,20131217,154700,32.9025000,32.9025000,32.9025000,32.9025000,600000
USD000000TOD,1,20131217,154800,32.8985000,32.8985000,32.8975000,32.8975000,65000
USD000000TOD,1,20131217,154900,32.8965000,32.9020000,32.8965000,32.9020000,49000
USD000000TOD,1,20131217,155000,32.8995000,32.9050000,32.8985000,32.9050000,3805000
USD000000TOD,1,20131217,155100,32.9045000,32.9045000,32.9015000,32.9015000,273000
USD000000TOD,1,20131217,155200,32.9040000,32.9040000,32.9015000,32.9015000,9000
USD000000TOD,1,20131217,155300,32.9040000,32.9150000,32.9040000,32.9120000,10931000
USD000000TOD,1,20131217,155400,32.9145000,32.9150000,32.9120000,32.9145000,1194000
USD000000TOD,1,20131217,155500,32.9145000,32.9150000,32.9145000,32.9150000,6605000
USD000000TOD,1,20131217,155600,32.9180000,32.9180000,32.9160000,32.9160000,283000
USD000000TOD,1,20131217,155700,32.9175000,32.9175000,32.9170000,32.9170000,300000
USD000000TOD,1,20131217,155800,32.9195000,32.9265000,32.9195000,32.9240000,12659000
USD000000TOD,1,20131217,155900,32.9265000,32.9280000,32.9260000,32.9280000,578000
USD000000TOD,1,20131217,160000,32.9285000,32.9285000,32.9240000,32.9240000,525000
USD000000TOD,1,20131217,160100,32.9235000,32.9265000,32.9200000,32.9265000,6690000
USD000000TOD,1,20131217,160200,32.9290000,32.9295000,32.9240000,32.9285000,831000
USD000000TOD,1,20131217,160300,32.9250000,32.9250000,32.9175000,32.9175000,467000
USD000000TOD,1,20131217,160400,32.9135000,32.9135000,32.9135000,32.9135000,5000
USD000000TOD,1,20131217,160500,32.9175000,32.9215000,32.9175000,32.9215000,154000
USD000000TOD,1,20131217,160600,32.9215000,32.9225000,32.9165000,32.9200000,3584000
USD000000TOD,1,20131217,160700,32.9205000,32.9260000,32.9205000,32.9245000,10493000
USD000000TOD,1,20131217,160800,32.9250000,32.9255000,32.9165000,32.9165000,478000
USD000000TOD,1,20131217,160900,32.9160000,32.9170000,32.9155000,32.9170000,361000
USD000000TOD,1,20131217,161000,32.9170000,32.9180000,32.9130000,32.9170000,6230000
USD000000TOD,1,20131217,161100,32.9145000,32.9180000,32.9140000,32.9150000,460000
USD000000TOD,1,20131217,161200,32.9135000,32.9195000,32.9135000,32.9195000,239000
USD000000TOD,1,20131217,161300,32.9130000,32.9160000,32.9130000,32.9130000,2233000
USD000000TOD,1,20131217,161500,32.9125000,32.9150000,32.9125000,32.9150000,336000
USD000000TOD,1,20131217,161600,32.9150000,32.9160000,32.9150000,32.9160000,50000
USD000000TOD,1,20131217,161700,32.9150000,32.9150000,32.9150000,32.9150000,30000
USD000000TOD,1,20131217,161800,32.9150000,32.9200000,32.9150000,32.9200000,4132000
USD000000TOD,1,20131217,161900,32.9200000,32.9200000,32.9155000,32.9200000,323000
USD000000TOD,1,20131217,162000,32.9150000,32.9150000,32.9150000,32.9150000,1000000
USD000000TOD,1,20131217,162100,32.9130000,32.9170000,32.9130000,32.9170000,34000
USD000000TOD,1,20131217,162200,32.9100000,32.9100000,32.9100000,32.9100000,200000
USD000000TOD,1,20131217,162300,32.9085000,32.9085000,32.9040000,32.9080000,773000
USD000000TOD,1,20131217,162400,32.9085000,32.9095000,32.9080000,32.9080000,267000
USD000000TOD,1,20131217,162500,32.9125000,32.9125000,32.9125000,32.9125000,54000
USD000000TOD,1,20131217,162600,32.9115000,32.9120000,32.9090000,32.9090000,1171000
USD000000TOD,1,20131217,162700,32.9055000,32.9055000,32.9055000,32.9055000,1000
USD000000TOD,1,20131217,162800,32.9100000,32.9100000,32.9100000,32.9100000,1803000
